CCAA,FECHA,CASOS,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos,New_Hosp,New_UCI,New_Fallecidos
AN,20/3/2020,698,1515,,605,53,40,104,15,10
AR,20/3/2020,247,424,,192,33,22,65,5,5
AS,20/3/2020,180,524,,155,18,7,26,5,3
IB,20/3/2020,78,246,,60,14,4,12,4,2
CN,20/3/2020,175,348,,139,29,7,24,4,3
CB,20/3/2020,103,215,,92,9,2,31,2,1
CM,20/3/2020,1290,1423,,998,208,84,247,28,42
CL,20/3/2020,780,1466,,629,96,55,153,21,12
CT,20/3/2020,2095,4203,,1681,271,143,687,96,50
VC,20/3/2020,1126,1363,,947,129,50,170,28,17
EX,20/3/2020,92,354,,67,13,12,17,1,2
GA,20/3/2020,217,739,,168,40,9,30,6,4
MD,20/3/2020,9740,15722,,7535,1401,804,1346,205,176
MC,20/3/2020,76,240,,61,14,1,14,3,1
NC,20/3/2020,256,664,,222,25,9,50,6,4
PV,20/3/2020,810,1725,,654,71,85,104,18,14
RI,20/3/2020,160,564,,128,17,15,6,2,8
CE,20/3/2020,0,5,,0,0,0,0,0,0
ML,20/3/2020,9,25,,8,1,0,3,0,0
AN,21/3/2020,826,1725,,724,55,47,119,2,7
AR,21/3/2020,310,532,,241,45,24,49,12,2
AS,21/3/2020,214,569,,180,22,12,25,4,5
IB,21/3/2020,97,331,,79,14,4,19,0,0
CN,21/3/2020,191,414,,150,32,9,11,3,2
CB,21/3/2020,130,282,,116,9,5,24,0,3
CM,21/3/2020,1487,1819,,1126,249,112,128,41,28
CL,21/3/2020,983,1744,,798,111,74,169,15,19
CT,21/3/2020,2389,5046,,1917,290,182,236,19,39
VC,21/3/2020,1357,1604,,1136,152,69,189,23,19
EX,21/3/2020,135,384,,97,24,14,30,11,2
GA,21/3/2020,289,915,,227,50,12,59,10,3
MD,21/3/2020,11616,17397,,9063,1532,1021,1528,131,217
MC,21/3/2020,95,296,,78,16,1,17,2,0
NC,21/3/2020,332,794,,288,30,14,66,5,5
PV,21/3/2020,1166,2097,,988,81,97,334,10,12
RI,21/3/2020,169,654,,134,17,18,6,0,3
CE,21/3/2020,0,5,,0,0,0,0,0,0
ML,21/3/2020,13,25,,12,1,0,4,0,0
AN,22/3/2020,1000,1961,,865,77,58,141,22,11
AR,22/3/2020,382,638,,298,52,32,57,7,8
AS,22/3/2020,257,621,,210,25,22,30,3,10
IB,22/3/2020,124,400,,87,27,10,8,13,6
CN,22/3/2020,215,481,,172,32,11,22,0,2
CB,22/3/2020,177,347,,157,14,6,41,5,1
CM,22/3/2020,1821,2078,,1410,266,145,284,17,33
CL,22/3/2020,1209,2055,,977,130,102,179,19,28
CT,22/3/2020,2665,5747,,2158,308,199,241,18,17
VC,22/3/2020,1586,1901,,1311,181,94,175,29,25
EX,22/3/2020,156,493,,105,33,18,8,9,4
GA,22/3/2020,350,1208,,270,62,18,43,12,6
MD,22/3/2020,13698,18900,,10771,1664,1263,1708,132,242
MC,22/3/2020,105,345,,80,23,2,2,7,1
NC,22/3/2020,403,886,,339,40,24,51,10,10
PV,22/3/2020,1464,2421,,1252,92,120,264,11,23
RI,22/3/2020,210,747,,166,22,22,32,5,4
CE,22/3/2020,0,6,,0,0,0,0,0,0
ML,22/3/2020,13,28,,12,1,0,0,0,0
AN,23/3/2020,1321,2470,,1132,102,87,267,25,29
AR,23/3/2020,487,758,,384,66,37,86,14,5
AS,23/3/2020,306,754,,251,29,26,41,4,4
IB,23/3/2020,172,478,,127,35,10,40,8,0
CN,23/3/2020,259,557,,207,36,16,35,4,5
CB,23/3/2020,225,425,,200,16,9,43,2,3
CM,23/3/2020,2273,2465,,1751,306,216,341,40,71
CL,23/3/2020,1472,2460,,1197,151,124,220,21,22
CT,23/3/2020,3973,7864,,3209,471,293,1051,163,94
VC,23/3/2020,1899,2167,,1562,222,115,251,41,21
EX,23/3/2020,179,636,,113,40,26,8,7,8
GA,23/3/2020,436,1415,,338,78,20,68,16,2
MD,23/3/2020,15401,21569,,12053,1813,1535,1282,149,272
MC,23/3/2020,128,385,,99,26,3,19,3,1
NC,23/3/2020,481,1014,,405,45,31,66,5,7
PV,23/3/2020,1664,2728,,1425,106,133,173,14,13
RI,23/3/2020,260,802,,206,24,30,40,2,8
CE,23/3/2020,0,6,,0,0,0,0,0,0
ML,23/3/2020,13,28,,12,1,0,0,0,0
AN,24/3/2020,1662,3008,,1433,116,113,301,14,26
AR,24/3/2020,574,907,,459,75,40,75,9,3
AS,24/3/2020,349,812,,281,39,29,30,10,3
IB,24/3/2020,217,562,,164,40,13,37,5,3
CN,24/3/2020,299,657,,235,43,21,28,7,5
CB,24/3/2020,273,510,,241,18,14,41,2,5
CM,24/3/2020,2577,2780,,1980,334,263,229,28,47
CL,24/3/2020,1801,2940,,1457,179,165,260,28,41
CT,24/3/2020,5447,9937,,4349,713,385,1140,242,92
VC,24/3/2020,2240,2616,,1842,255,143,280,33,28
EX,24/3/2020,304,742,,217,48,39,104,8,13
GA,24/3/2020,539,1653,,412,100,27,74,22,7
MD,24/3/2020,17084,24475,,13297,1962,1825,1244,149,290
MC,24/3/2020,165,477,,127,33,5,28,7,2
NC,24/3/2020,590,1197,,506,51,33,101,6,2
PV,24/3/2020,1851,3271,,1577,119,155,152,13,22
RI,24/3/2020,324,928,,254,33,37,48,9,7
CE,24/3/2020,3,9,,2,1,0,2,1,0
ML,24/3/2020,16,38,,14,2,0,2,1,0
AN,25/3/2020,1894,3404,,1626,134,134,193,18,21
AR,25/3/2020,703,1116,,562,93,48,103,18,8
AS,25/3/2020,399,891,,322,48,29,41,9,0
IB,25/3/2020,265,660,,205,43,17,41,3,4
CN,25/3/2020,348,784,,279,45,24,44,2,3
CB,25/3/2020,343,671,,300,26,17,59,8,3
CM,25/3/2020,2933,3383,,2266,351,316,286,17,53
CL,25/3/2020,2227,3488,,1823,198,206,366,19,41
CT,25/3/2020,6636,11592,,5371,764,501,1022,51,116
VC,25/3/2020,2553,3200,,2097,289,167,255,34,24
EX,25/3/2020,401,969,,291,52,58,74,4,19
GA,25/3/2020,642,1915,,503,107,32,91,7,5
MD,25/3/2020,19231,27422,,15024,2117,2090,1727,155,265
MC,25/3/2020,216,596,,172,36,8,45,3,3
NC,25/3/2020,752,1411,,649,54,49,143,3,16
PV,25/3/2020,2224,3946,,1907,137,180,330,18,25
RI,25/3/2020,395,995,,316,36,43,62,3,6
CE,25/3/2020,4,10,,2,2,0,0,1,0
ML,25/3/2020,19,39,,16,2,1,2,0,1
AN,26/3/2020,2135,3790,,1843,148,144,217,14,10
AR,26/3/2020,865,1338,,693,114,58,131,21,10
AS,26/3/2020,465,960,,370,56,39,48,8,10
IB,26/3/2020,305,755,,237,46,22,32,3,5
CN,26/3/2020,416,878,,328,61,27,49,16,3
CB,26/3/2020,405,810,,355,29,21,55,3,4
CM,26/3/2020,3407,3934,,2673,367,367,407,16,51
CL,26/3/2020,2681,4132,,2214,215,252,391,17,46
CT,26/3/2020,8371,12940,,6714,972,685,1343,208,184
VC,26/3/2020,2880,3532,,2357,325,198,260,36,31
EX,26/3/2020,467,1231,,344,54,69,53,2,11
GA,26/3/2020,722,2322,,557,122,43,54,15,11
MD,26/3/2020,21777,30796,,17093,2272,2412,2069,155,322
MC,26/3/2020,277,714,,209,53,15,37,17,7
NC,26/3/2020,865,1641,,732,75,58,83,21,9
PV,26/3/2020,2631,4601,,2270,154,207,363,17,27
RI,26/3/2020,486,1236,,388,43,55,72,7,12
CE,26/3/2020,4,17,,2,2,0,0,0,0
ML,26/3/2020,21,42,,18,2,1,2,0,0
AN,27/3/2020,2453,4271,,2106,172,175,263,24,31
AR,27/3/2020,1052,1592,,835,124,93,142,10,35
AS,27/3/2020,530,1037,,427,59,44,57,3,5
IB,27/3/2020,368,862,,283,59,26,46,13,4
CN,27/3/2020,481,1025,,377,68,36,49,7,9
CB,27/3/2020,465,937,,406,37,22,51,8,1
CM,27/3/2020,3937,4512,,3106,383,448,433,16,81
CL,27/3/2020,3207,4791,,2648,238,321,434,23,69
CT,27/3/2020,9817,14263,,7954,1036,827,1240,64,142
VC,27/3/2020,3188,4034,,2606,348,234,249,23,36
EX,27/3/2020,552,1394,,406,58,88,62,4,19
GA,27/3/2020,1094,2772,,906,141,47,349,19,4
MD,27/3/2020,24224,33162,,19098,2369,2757,2005,97,345
MC,27/3/2020,306,802,,231,58,17,22,5,2
NC,27/3/2020,981,1829,,827,84,70,95,9,12
PV,27/3/2020,3029,5136,,2612,176,241,342,22,34
RI,27/3/2020,566,1436,,458,43,65,70,0,10
CE,27/3/2020,5,17,,2,2,1,0,0,1
ML,27/3/2020,25,45,,22,2,1,4,0,0
AN,28/3/2020,2702,4676,,2294,201,207,188,29,32
AR,28/3/2020,1084,1858,,835,145,104,0,21,11
AS,28/3/2020,562,1143,,452,63,47,25,4,3
IB,28/3/2020,444,958,,344,71,29,61,12,3
CN,28/3/2020,542,1125,,425,78,39,48,10,3
CB,28/3/2020,515,1023,,449,40,26,43,3,4
CM,28/3/2020,4362,5246,,3430,393,539,324,10,91
CL,28/3/2020,3801,5414,,3160,261,380,512,23,59
CT,28/3/2020,10431,15025,,8447,1080,904,493,44,77
VC,28/3/2020,3415,4784,,2773,375,267,167,27,33
EX,28/3/2020,634,1456,,467,67,100,61,9,12
GA,28/3/2020,1262,3139,,1043,159,60,137,18,13
MD,28/3/2020,26816,34189,,21311,2423,3082,2213,54,325
MC,28/3/2020,338,872,,260,58,20,29,0,3
NC,28/3/2020,1070,2011,,896,90,84,69,6,14
PV,28/3/2020,3642,5740,,3106,271,265,494,95,24
RI,28/3/2020,608,1629,,497,43,68,39,0,3
CE,28/3/2020,5,21,,2,2,1,0,0,0
